cpu: 3.001 sec
cpu: 3.001 sec
cpu: 3.003 sec
cpu: 3.001 sec
cpu: 3.002 sec
cpu: 3.056 sec
cpu: 3.077 sec
cpu: 3.106 sec
cpu: 3.104 sec
cpu: 3.004 sec
cpu: 3.015 sec
cpu: 3.005 sec
cpu: 3.005 sec
cpu: 3.037 sec
cpu: 3.057 sec
cpu: 3.095 sec
cpu: 3.094 sec
cpu: 3.008 sec
cpu: 3.004 sec
cpu: 3.109 sec
cpu: 3.057 sec
cpu: 3.086 sec
cpu: 3.091 sec
cpu: 3.067 sec
cpu: 3.057 sec
cpu: 3.093 sec
cpu: 3.082 sec
cpu: 3.068 sec
cpu: 3.001 sec
cpu: 3.004 sec
cpu: 3.064 sec
cpu: 3.107 sec
cpu: 3.092 sec
cpu: 3.066 sec
cpu: 3.035 sec
cpu: 3.015 sec
cpu: 3.008 sec
cpu: 3.024 sec
cpu: 3.007 sec
cpu: 3.006 sec
cpu: 3.002 sec
cpu: 3.004 sec
cpu: 3.064 sec
cpu: 3.076 sec
cpu: 3.047 sec
cpu: 3.027 sec
cpu: 3.041 sec
cpu: 3.104 sec
cpu: 3.069 sec
cpu: 3.046 sec
cpu: 3.103 sec
cpu: 3.026 sec
cpu: 3.001 sec
cpu: 3.003 sec
cpu: 3.008 sec
cpu: 3.024 sec
cpu: 3.047 sec
cpu: 3.082 sec
cpu: 3.068 sec
cpu: 3.091 sec
cpu: 3.093 sec
cpu: 3.105 sec
cpu: 3.002 sec
cpu: 3.033 sec
cpu: 3.079 sec
cpu: 3.033 sec
cpu: 3.095 sec
cpu: 3.004 sec
cpu: 3.058 sec
cpu: 3.153 sec
cpu: 3.060 sec
cpu: 3.091 sec
cpu: 3.068 sec
cpu: 3.093 sec
cpu: 3.029 sec
cpu: 3.003 sec
cpu: 3.088 sec
cpu: 3.092 sec
cpu: 3.081 sec
cpu: 3.093 sec
cpu: 3.002 sec
cpu: 3.005 sec
cpu: 3.107 sec
cpu: 3.024 sec
cpu: 3.095 sec
cpu: 3.095 sec
cpu: 3.041 sec
cpu: 3.106 sec
cpu: 3.107 sec
cpu: 3.070 sec
cpu: 3.092 sec
cpu: 3.094 sec
cpu: 3.054 sec
cpu: 3.028 sec
cpu: 3.005 sec
cpu: 3.006 sec
cpu: 3.090 sec
cpu: 3.019 sec
cpu: 3.040 sec
cpu: 3.093 sec
