cpu: 3.002 sec
cpu: 3.002 sec
cpu: 3.001 sec
cpu: 3.003 sec
cpu: 3.001 sec
cpu: 3.002 sec
cpu: 3.002 sec
cpu: 3.005 sec
cpu: 3.003 sec
cpu: 3.002 sec
cpu: 3.005 sec
cpu: 3.004 sec
cpu: 3.001 sec
cpu: 3.002 sec
cpu: 3.003 sec
cpu: 3.005 sec
cpu: 3.004 sec
cpu: 3.004 sec
cpu: 3.005 sec
cpu: 3.002 sec
cpu: 3.004 sec
cpu: 3.004 sec
cpu: 3.002 sec
cpu: 3.002 sec
cpu: 3.003 sec
cpu: 3.002 sec
cpu: 3.005 sec
cpu: 3.001 sec
cpu: 3.001 sec
cpu: 3.001 sec
cpu: 3.003 sec
cpu: 3.004 sec
cpu: 3.005 sec
cpu: 3.003 sec
cpu: 3.004 sec
cpu: 3.004 sec
cpu: 3.001 sec
cpu: 3.001 sec
cpu: 3.003 sec
cpu: 3.003 sec
cpu: 3.003 sec
cpu: 3.005 sec
cpu: 3.004 sec
cpu: 3.001 sec
cpu: 3.005 sec
cpu: 3.004 sec
cpu: 3.003 sec
cpu: 3.003 sec
cpu: 3.005 sec
cpu: 3.001 sec
cpu: 3.005 sec
cpu: 3.004 sec
cpu: 3.004 sec
cpu: 3.004 sec
cpu: 3.004 sec
cpu: 3.004 sec
cpu: 3.005 sec
cpu: 3.001 sec
cpu: 3.003 sec
cpu: 3.004 sec
cpu: 3.003 sec
cpu: 3.003 sec
cpu: 3.005 sec
cpu: 3.003 sec
cpu: 3.003 sec
cpu: 3.002 sec
cpu: 3.003 sec
cpu: 3.002 sec
cpu: 3.001 sec
cpu: 3.003 sec
cpu: 3.004 sec
cpu: 3.003 sec
cpu: 3.005 sec
cpu: 3.005 sec
cpu: 3.005 sec
cpu: 3.005 sec
cpu: 3.002 sec
cpu: 3.001 sec
cpu: 3.002 sec
cpu: 3.004 sec
cpu: 3.005 sec
cpu: 3.002 sec
cpu: 3.003 sec
cpu: 3.003 sec
cpu: 3.004 sec
cpu: 3.004 sec
cpu: 3.001 sec
cpu: 3.002 sec
cpu: 3.003 sec
cpu: 3.001 sec
cpu: 3.003 sec
cpu: 3.002 sec
cpu: 3.003 sec
cpu: 3.005 sec
cpu: 3.003 sec
cpu: 3.003 sec
cpu: 3.004 sec
cpu: 3.003 sec
cpu: 3.004 sec
cpu: 3.003 sec
