cpu: 8.181 sec
cpu: 8.187 sec
cpu: 8.686 sec
cpu: 9.120 sec
cpu: 8.170 sec
cpu: 9.808 sec
cpu: 7.832 sec
cpu: 9.181 sec
cpu: 9.151 sec
cpu: 7.591 sec
cpu: 7.792 sec
cpu: 8.280 sec
cpu: 8.793 sec
cpu: 9.142 sec
cpu: 9.354 sec
cpu: 8.744 sec
cpu: 8.164 sec
cpu: 9.037 sec
cpu: 9.090 sec
cpu: 8.576 sec
cpu: 7.250 sec
cpu: 8.799 sec
cpu: 8.461 sec
cpu: 8.700 sec
cpu: 9.228 sec
cpu: 7.981 sec
cpu: 8.956 sec
cpu: 9.114 sec
cpu: 8.720 sec
cpu: 7.855 sec
cpu: 8.438 sec
cpu: 8.706 sec
cpu: 9.243 sec
cpu: 8.828 sec
cpu: 8.371 sec
cpu: 9.298 sec
cpu: 7.962 sec
cpu: 7.232 sec
cpu: 7.891 sec
cpu: 7.810 sec
cpu: 7.967 sec
cpu: 8.965 sec
cpu: 8.560 sec
cpu: 8.384 sec
cpu: 9.335 sec
cpu: 8.649 sec
cpu: 8.568 sec
cpu: 8.972 sec
cpu: 7.750 sec
cpu: 8.633 sec
cpu: 8.938 sec
cpu: 8.280 sec
cpu: 9.526 sec
cpu: 8.628 sec
cpu: 7.668 sec
cpu: 8.439 sec
cpu: 7.684 sec
cpu: 7.716 sec
cpu: 8.460 sec
cpu: 8.879 sec
cpu: 10.200 sec
cpu: 8.983 sec
cpu: 8.394 sec
cpu: 8.891 sec
cpu: 8.299 sec
cpu: 8.059 sec
cpu: 9.292 sec
cpu: 7.990 sec
cpu: 7.902 sec
cpu: 8.794 sec
cpu: 9.667 sec
cpu: 8.085 sec
cpu: 9.402 sec
cpu: 8.775 sec
cpu: 8.666 sec
cpu: 7.868 sec
cpu: 8.501 sec
cpu: 8.075 sec
cpu: 7.786 sec
cpu: 9.435 sec
cpu: 9.364 sec
cpu: 8.187 sec
cpu: 9.405 sec
cpu: 9.239 sec
cpu: 9.229 sec
cpu: 7.509 sec
cpu: 8.419 sec
cpu: 6.136 sec
cpu: 8.454 sec
cpu: 9.916 sec
cpu: 7.471 sec
cpu: 9.208 sec
cpu: 8.416 sec
cpu: 8.684 sec
cpu: 8.436 sec
cpu: 8.489 sec
cpu: 6.742 sec
cpu: 5.635 sec
cpu: 7.145 sec
cpu: 7.637 sec
